"Subject","Start Date","All day event","Description","Show time as"
"CW* The Visitation","31/05/2024",TRUE,"The Visit of the Blessed Virgin Mary to Elizabeth

https://almanac.oremus.org/2024-05-31

Principal Service
Zephaniah 3.14-18
Psalm 113
Romans 12.9-16
Luke 1.39-49 [50-56]

Third Service
1 Samuel 2.1-10
Mark 3.31-end
Morning Psalms
Psalms 85, 150

Second Service
Zechariah 2.10-end
John 3.25-30
Evening Psalms
Psalms 122, 127, 128

",3
"CW Justin, c.165","01/06/2024",TRUE,"Justin, Martyr at Rome, c.165

https://almanac.oremus.org/2024-06-01

Exciting Holiness
1 Maccabees 2.15-22
Psalm 16.1-8, 10a
1 Corinthians 1.18-25
John 15.18-21

Holy Communion
Jude 17, 20-end
Psalm 6.31-6
Mark 11.27-end

Morning Prayer
Psalms 20, 21, 23
Joshua 10.1-15
Luke 11.37-end

Evening Prayer
Psalms 24, 25
Job 12
Romans 6.15-end

Additional Weekday Lectionary
Exodus 34.27-end
2 Corinthians 3.7-end

",3
"CW* Trinity 1","02/06/2024",TRUE,"The First Sunday after Trinity

https://almanac.oremus.org/2024-06-02

Proper 4
Sunday between 29 May and 4 June inclusive
(if after Trinity Sunday)

Principal Service
Continuous
1 Samuel 3.1-10 [11-20]
Psalm 139.1-5, 12-18
2 Corinthians 4.5-12
Mark 2.23 - 3.6

(or)
Related
Deuteronomy 5.12-15
Psalm 81.1-10
2 Corinthians 4.5-12
Mark 2.23 - 3.6

Third Service
Psalms 28, 32
Deuteronomy 5.1-21
Acts 21.17-39a

Second Service
Psalm 35*
Jeremiah 5.1-19
Romans 7.7-end
Gospel at Holy Communion:
Luke 7.1-10

",3
"CW The Martyrs of Uganda, 1885-7 and 1977","03/06/2024",TRUE,"The Martyrs of Uganda, 1885-7 and 1977

https://almanac.oremus.org/2024-06-03

Holy Communion
DEL week 9
2 Peter 1.2-7
Psalm 91.1-2, 14-end
Mark 12.1-12

Morning Prayer
Psalms 27, 30
Joshua 14
Luke 12.1-12

Evening Prayer
Psalms 26, 28, 29
Job 13
Romans 7.1-6

Additional Weekday Lectionary
Genesis 37.1-11
Romans 11.9-21

",3
"CW Petroc, 6th century","04/06/2024",TRUE,"Petroc, Abbot of Padstow, 6th century

https://almanac.oremus.org/2024-06-04

Holy Communion
2 Peter 3.11-15a, 17-end
Psalm 90.1-4, 10, 14, 16
Mark 12.13-17

Morning Prayer
Psalms 32, 36
Joshua 21.43 - 22.8
Luke 12.13-21

Evening Prayer
Psalm 33
Job 14
Romans 7.7-end

Additional Weekday Lectionary
Genesis 41.15-40
Mark 13.1-13

",3
"CW Boniface (Wynfrith) of Crediton, 754","05/06/2024",TRUE,"Boniface (Wynfrith) of Crediton, Bishop, Apostle of Germany, Martyr, 754

https://almanac.oremus.org/2024-06-05

Exciting Holiness
Isaiah 49.5-10
Psalm 115.1-3, 9a, 10a, 11, 12a, 13
Acts 20.24-28
Luke 10.1-11

Holy Communion
2 Timothy 1.1-3, 6-12
Psalm 123
Mark 12.18-27

Morning Prayer
Psalm 34
Joshua 22.9-end
Luke 12.22-31

Evening Prayer
Psalms 119.33-56
Job 15
Romans 8.1-11

Additional Weekday Lectionary
Genesis 42.17-end
Matthew 18.1-14

",3
"CW Ini Kopuria, 1945","06/06/2024",TRUE,"Ini Kopuria, Founder of the Melanesian Brotherhood, 1945

https://almanac.oremus.org/2024-06-06

Holy Communion
2 Timothy 2.8-15
Psalm 25.4-12
Mark 12.28-34

Morning Prayer
Psalm 37*
Joshua 23
Luke 12.32-40

Evening Prayer
Psalms 39, 40
Job 16.1 - 17.2
Romans 8.12-17

Additional Weekday Lectionary
Genesis 45.1-15
Acts 7.9-16

",3
"CW ","07/06/2024",TRUE,"https://almanac.oremus.org/2024-06-07

Holy Communion
2 Timothy 3.10-end
Psalm 119.161-168
Mark 12.35-37

Morning Prayer
Psalm 31
Joshua 24.1-28
Luke 12.41-48

Evening Prayer
Psalm 35
Job 17.3-end
Romans 8.18-30

Additional Weekday Lectionary
Genesis 47.1-12
1 Thessalonians 5.12-end

",3
"CW Thomas Ken, 1711","08/06/2024",TRUE,"Thomas Ken, Bishop of Bath and Wells, Nonjuror, Hymn Writer, 1711

https://almanac.oremus.org/2024-06-08

Exciting Holiness
Jeremiah 9.23, 24
Psalm 15
2 Corinthians 4.1-10
Matthew 24.42-46

Holy Communion
2 Timothy 4.1-8
Psalm 71.7-16
Mark 12.38-end

Morning Prayer
Psalms 41, 42, 43
Joshua 24.29-end
Luke 12.49-end

Evening Prayer
Psalms 45, 46
Job 18
Romans 8.31-end

Additional Weekday Lectionary
Genesis 50.4-21
Luke 15.11-end

",3
"CW* Trinity 2","09/06/2024",TRUE,"The Second Sunday after Trinity

https://almanac.oremus.org/2024-06-09

Proper 5
Sunday between 5 and 11 June inclusive
(if after Trinity Sunday)

Principal Service
Continuous
1 Samuel 8.4-11 [12-15]
Psalm 138
2 Corinthians 4.13 - 5.1
Mark 3.20-35

(or)
Related
Genesis 3.8-15
Psalm 130
2 Corinthians 4.13 - 5.1
Mark 3.20-35

Third Service
Psalm 36
Deuteronomy 6.10-end
Acts 22.22 - 23.11

Second Service
Psalm 37.1-11 [12-17]
Jeremiah 6.16-21
Romans 9.1-13
Gospel at Holy Communion:
Luke 7.11-17

",3
"CW ","10/06/2024",TRUE,"https://almanac.oremus.org/2024-06-10

Holy Communion
DEL week 10
1 Kings 17.1-6
Psalm 121
Matthew 5.1-12

Morning Prayer
Psalm 44
Judges 2
Luke 13.1-9

Evening Prayer
Psalms 47, 49
Job 19
Romans 9.1-18

(or) Evening Prayer on the Eve of Barnabas
Psalms 1, 15
Isaiah 42.5-12
Acts 14.8-28

Additional Weekday Lectionary
Isaiah 32
James 3.13-end

",3
"CW* Barnabas","11/06/2024",TRUE,"Barnabas the Apostle

https://almanac.oremus.org/2024-06-11

Principal Service
Job 29.11-16
Psalm 112
Acts 11.19-30
John 15.12-17

(or)
Acts 11.19-30
Psalm 112
Galatians 2.1-10
John 15.12-17

Third Service
Jeremiah 9.23, 24
Acts 4.32-end
Morning Psalms
Psalms 100, 101, 117

Second Service
Ecclesiastes 12.9-end or 
Tobit 4.5-11
Acts 9.26-31
Evening Psalm
Psalm 147

",3
"CW ","12/06/2024",TRUE,"https://almanac.oremus.org/2024-06-12

Holy Communion
1 Kings 18.20-39
Psalm 16.1, 6-end
Matthew 5.17-19

Morning Prayer
Psalm 119.57-80
Judges 5
Luke 13.22-end

Evening Prayer
Psalms 59, 60, (67)
Job 22
Romans 10.1-10

Additional Weekday Lectionary
Judges 6.1-16
Matthew 5.13-24

",3
"CW ","13/06/2024",TRUE,"https://almanac.oremus.org/2024-06-13

Holy Communion
1 Kings 18.41-end
Psalm 65.8-end
Matthew 5.20-26

Morning Prayer
Psalms 56, 57, (63*)
Judges 6.1-24
Luke 14.1-11

Evening Prayer
Psalms 61, 62, 64
Job 23
Romans 10.11-end

Additional Weekday Lectionary
Jeremiah 6.9-15
1 Timothy 2.1-6

",3
"CW Richard Baxter, 1691","14/06/2024",TRUE,"Richard Baxter, Puritan Divine, 1691

https://almanac.oremus.org/2024-06-14

Holy Communion
1 Kings 19.9, 11-16
Psalm 27.8-16
Matthew 5.27-32

Morning Prayer
Psalms 51, 54
Judges 6.25-end
Luke 14.12-24

Evening Prayer
Psalm 38
Job 24
Romans 11.1-12

Additional Weekday Lectionary
1 Samuel 16.14-end
John 14.15-end

",3
"CW Evelyn Underhill, 1941","15/06/2024",TRUE,"Evelyn Underhill, Spiritual Writer, 1941

https://almanac.oremus.org/2024-06-15

Holy Communion
1 Kings 19.19-end
Psalm 16.1-7
Matthew 5.33-37

Morning Prayer
Psalm 68
Judges 7
Luke 14.25-end

Evening Prayer
Psalms 65, 66
Job 25 - 26
Romans 11.13-24

Additional Weekday Lectionary
Isaiah 6.1-9
Revelation 19.9-end

",3
"CW* Trinity 3","16/06/2024",TRUE,"The Third Sunday after Trinity

https://almanac.oremus.org/2024-06-16

Proper 6
Sunday between 12 and 18 June inclusive
(if after Trinity Sunday)

Principal Service
Continuous
1 Samuel 15.34 - 16.13
Psalm 20
2 Corinthians 5.6-10 [11-13] 14-17
Mark 4.26-34

(or)
Related
Ezekiel 17.22-24
Psalm 92.1-4, 12-15*
2 Corinthians 5.6-10 [11-13] 14-17
Mark 4.26-34

Third Service
Psalms 42, 43
Deuteronomy 10.12 - 11.1
Acts 23.12-35

Second Service
Psalm 39
Jeremiah 7.1-16
Romans 9.14-26
Gospel at Holy Communion:
Luke 7.36 - 8.3

",3
"CW Samuel and Henrietta Barnett, 1913 and 1936","17/06/2024",TRUE,"Samuel and Henrietta Barnett, Social Reformers, 1913 and 1936

https://almanac.oremus.org/2024-06-17

Holy Communion
DEL week 11
1 Kings 21.1-16
Psalm 5.1-5
Matthew 5.38-42

Morning Prayer
Psalm 71
Judges 8.22-end
Luke 15.1-10

Evening Prayer
Psalms 72, 75
Job 27
Romans 11.25-end

Additional Weekday Lectionary
Exodus 13.13b-end
Luke 15.1-10

",3
"CW Bernard Mizeki, 1896","18/06/2024",TRUE,"Bernard Mizeki, Apostle of the MaShona, Martyr, 1896

https://almanac.oremus.org/2024-06-18

Holy Communion
1 Kings 21.17-end
Psalm 51.1-9
Matthew 5.43-end

Morning Prayer
Psalm 73
Judges 9.1-21
Luke 15.11-end

Evening Prayer
Psalm 74
Job 28
Romans 12.1-8

Additional Weekday Lectionary
Proverbs 1.20-end
James 5.13-end

",3
"CW Sundar Singh, 1929","19/06/2024",TRUE,"Sundar Singh of India, Sadhu (holy man), Evangelist, Teacher of the Faith, 1929

https://almanac.oremus.org/2024-06-19

Holy Communion
2 Kings 2.1, 6-14
Psalm 31.21-end
Matthew 6.1-6, 16-18

Morning Prayer
Psalm 77
Judges 9.22-end
Luke 16.1-18

Evening Prayer
Psalm 119.81-104
Job 29
Romans 12.9-end

Additional Weekday Lectionary
Isaiah 5.8-24
James 1.17-25

",3
"CW ","20/06/2024",TRUE,"https://almanac.oremus.org/2024-06-20

Holy Communion
Ecclesiasticus 48.1-14 or 
Isaiah 63.7-9
Psalm 97.1-8
Matthew 6.7-15

Morning Prayer
Psalm 78.1-39*
Judges 11.1-11
Luke 16.19-end

Evening Prayer
Psalm 78.40-end*
Job 30
Romans 13.1-7

Additional Weekday Lectionary
Isaiah 57.14-end
John 13.1-17

",3
"CW ","21/06/2024",TRUE,"https://almanac.oremus.org/2024-06-21

Holy Communion
2 Kings 11.1-4, 9-18, 20
Psalm 132.1-5, 11-13
Matthew 6.19-23

Morning Prayer
Psalm 55
Judges 11.29-end
Luke 17.1-10

Evening Prayer
Psalm 69
Job 31
Romans 13.8-end

Additional Weekday Lectionary
Jeremiah 15.15-end
Luke 16.19-end

",3
"CW Alban, c.250","22/06/2024",TRUE,"Alban, first Martyr of Britain, c.250

https://almanac.oremus.org/2024-06-22

Exciting Holiness
Wisdom 3.1-3 [4]
Psalm 68.3-8
2 Timothy 2.3-13
John 12.24-26

Holy Communion
2 Chronicles 24.17-25
Psalm 89.25-33
Matthew 6.24-end

Morning Prayer
Psalms 76, 79
Judges 12.1-7
Luke 17.11-19

Evening Prayer
Psalms 81, 84
Job 32
Romans 14.1-12

Additional Weekday Lectionary
Isaiah 25.1-9
Acts 2.22-33

",3
"CW* Trinity 4","23/06/2024",TRUE,"The Fourth Sunday after Trinity

https://almanac.oremus.org/2024-06-23

Proper 7
Sunday between 19 and 25 June inclusive
(if after Trinity Sunday)

Principal Service
Continuous
1 Samuel 17.[1a, 4-11, 19-23] 32-49
Psalm 9.9-20
 or 
1 Samuel 17.57 - 18.5, 10-16
Psalm 133
2 Corinthians 6.1-13
Mark 4.35-41

(or)
Related
Job 38.1-11
Psalm 107.1-3, 23-32*
2 Corinthians 6.1-13
Mark 4.35-41

Third Service
Psalm 48
Deuteronomy 11.1-15
Acts 27.1-12

Second Service
Psalm 49
Jeremiah 10.1-16
Romans 11.25-end
Gospel at Holy Communion: 
Luke 8.26-39

(or) Evening Prayer on the Eve of John the Baptist
Psalm 71
Judges 13.2-7, 24-end
Luke 1.5-25

",3
"CW* Birth of John the Baptist","24/06/2024",TRUE,"The Birth of John the Baptist

https://almanac.oremus.org/2024-06-24

Principal Service
Isaiah 40.1-11
Psalm 85.7-13
Acts 13.14b-26 or 
Galatians 3.23-29
Luke 1.57-66, 80

Third Service
Ecclesiasticus 48.1-10 or 
Malachi 3.1-6
Luke 3.1-17
Morning Psalms
Psalms 50, 149

Second Service
Malachi 4
Matthew 11.2-19
Evening Psalms
Psalms 80, 82

",3
"CW ","25/06/2024",TRUE,"https://almanac.oremus.org/2024-06-25

Holy Communion
DEL week 12
2 Kings 19.9b-11, 14-21, 31-36
Psalm 48.1-2, 8-end
Matthew 7.6, 12-14

Morning Prayer
Psalms 87, 89.1-18
Judges 14
Luke 18.1-14

Evening Prayer
Psalm 89.19-end
Job 38
Romans 15.1-13

Additional Weekday Lectionary
Proverbs 6.6-19
Luke 4.1-14

",3
"CW ","26/06/2024",TRUE,"https://almanac.oremus.org/2024-06-26

Holy Communion
2 Kings 22.8-13, 23.1-3
Psalm 119.33-40
Matthew 7.15-20

Morning Prayer
Psalm 119.105-128
Judges 15.1 - 16.3
Luke 18.15-30

Evening Prayer
Psalms 91, 93
Job 39
Romans 15.14-21

Additional Weekday Lectionary
Isaiah 24.1-15
1 Corinthians 6.1-11

",3
"CW Ember Day","26/06/2024",TRUE,"Ember Day

The following readings are suitable for use on Ember Days:
Numbers 11.16, 17, 24-29 or 
Numbers 27.15-end or 
1 Samuel 16.1-13a or 
Isaiah 6.1-8 or 
Isaiah 61.1-3 or 
Jeremiah 1.4-10

Psalm 40.8-13 or 
Psalm 84.8-12 or 
Psalm 89.19-25 or 
Psalm 101.1-5, 7 or 
Psalm 122

Acts 20.28-35 or 
1 Corinthians 3.3-11 or 
Ephesians 4.4-16 or 
Philippians 3.7-14

Luke 4.16-21 or 
Luke 12.35-43 or 
Luke 22.24-27 or 
John 4.31-38 or 
John 15.5-17

",3
"CW Cyril of Alexandria, 444","27/06/2024",TRUE,"Cyril, Bishop of Alexandria, Teacher of the Faith, 444

https://almanac.oremus.org/2024-06-27

Holy Communion
2 Kings 24.8-17
Psalm 79.1-9, 12
Matthew 7.21-end

Morning Prayer
Psalms 90, 92
Judges 16.4-end
Luke 18.31-end

Evening Prayer
Psalm 94
Job 40
Romans 15.22-end

Additional Weekday Lectionary
Job 7
Matthew 7 21-29

",3
"CW Irenæus, c.200","28/06/2024",TRUE,"Irenæus, Bishop of Lyons, Teacher of the Faith, c.200

https://almanac.oremus.org/2024-06-28

Exciting Holiness
Wisdom 7.7-10, 15, 16
Psalm 34.11-17
2 Peter 1.16-end
Luke 11.33-36

Holy Communion
2 Kings 25.1-12
Psalm 137.1-6
Matthew 8.1-4

Morning Prayer
Psalms 88, (95)
Judges 17
Luke 19.1-10

Evening Prayer
Psalm 102
Job 41
Romans 16.1-16

(or) Evening Prayer on the Eve of Peter and Paul
Psalms 66, 67
Ezekiel 3.4-11
Galatians 1.13 - 2.8

(or) Evening Prayer on the Eve of Peter
Psalms 66, 67
Ezekiel 3.4-11
Acts 9.32-43

Additional Weekday Lectionary
Jeremiah 20.7-end
Matthew 27.27-44

",3
"CW Ember Day","28/06/2024",TRUE,"Ember Day

The following readings are suitable for use on Ember Days:
Numbers 11.16, 17, 24-29 or 
Numbers 27.15-end or 
1 Samuel 16.1-13a or 
Isaiah 6.1-8 or 
Isaiah 61.1-3 or 
Jeremiah 1.4-10

Psalm 40.8-13 or 
Psalm 84.8-12 or 
Psalm 89.19-25 or 
Psalm 101.1-5, 7 or 
Psalm 122

Acts 20.28-35 or 
1 Corinthians 3.3-11 or 
Ephesians 4.4-16 or 
Philippians 3.7-14

Luke 4.16-21 or 
Luke 12.35-43 or 
Luke 22.24-27 or 
John 4.31-38 or 
John 15.5-17

",3
"CW* Peter and Paul","29/06/2024",TRUE,"29 June may be observed as the Festival of Peter and Paul, or as the Festival of Peter, alone.
If 29 June is observed as the Festival of Peter and Paul:
Peter and Paul, Apostles

https://almanac.oremus.org/2024-06-29

Principal Service
Zechariah 4.1-6a, 10b-14
Psalm 125
Acts 12.1-11
Matthew 16.13-19

(or)
Acts 12.1-11
Psalm 125
2 Timothy 4.6-8, 17, 18
Matthew 16.13-19

Third Service
Isaiah 49.1-6
Acts 11.1-18
Morning Psalms
Psalms 71, 113

Second Service
Ezekiel 34.11-16
John 21.15-22
Evening Psalms
Psalms 124, 138

",3
"CW* (or) Peter","29/06/2024",TRUE,"29 June may be observed as the Festival of Peter and Paul, or as the Festival of Peter, alone.
If 29 June is observed as the Festival of Peter, alone:
Peter, Apostle

https://almanac.oremus.org/2024-06-29

Principal Service
Ezekiel 3.22-27
Psalm 125
Acts 12.1-11
Matthew 16.13-19

(or)
Acts 12.1-11
Psalm 125
1 Peter 2.19-end
Matthew 16.13-19

Third Service
Isaiah 49.1-6
Acts 11.1-18
Morning Psalms
Psalms 71, 113

Second Service
Ezekiel 34.11-16
John 21.15-22
Evening Psalms
Psalms 124, 138

",3
"CW Ember Day","29/06/2024",TRUE,"Ember Day

The following readings are suitable for use on Ember Days:
Numbers 11.16, 17, 24-29 or 
Numbers 27.15-end or 
1 Samuel 16.1-13a or 
Isaiah 6.1-8 or 
Isaiah 61.1-3 or 
Jeremiah 1.4-10

Psalm 40.8-13 or 
Psalm 84.8-12 or 
Psalm 89.19-25 or 
Psalm 101.1-5, 7 or 
Psalm 122

Acts 20.28-35 or 
1 Corinthians 3.3-11 or 
Ephesians 4.4-16 or 
Philippians 3.7-14

Luke 4.16-21 or 
Luke 12.35-43 or 
Luke 22.24-27 or 
John 4.31-38 or 
John 15.5-17

",3
"CW* Trinity 5","30/06/2024",TRUE,"The Fifth Sunday after Trinity

https://almanac.oremus.org/2024-06-30

Proper 8
Sunday between 26 June and 2 July inclusive

Principal Service
Continuous
2 Samuel 1.1, 17-27
Psalm 130
2 Corinthians 8.7-15
Mark 5.21-43

(or)
Related
Wisdom of Solomon 1.13-15; 2.23, 24
Canticle: Lamentations 3.22-33 or 
Psalm 30
2 Corinthians 8.7-15
Mark 5.21-43
Lamentations 3.22-33 may be read as the first reading in place of Wisdom 1.13-15; 2.23,24

Third Service
Psalm 56
Deuteronomy 15.1-11
Acts 27.[13-32] 33-end

Second Service
Psalms [52] 53
Jeremiah 11.1-14
Romans 13.1-10
Gospel at Holy Communion:


",3
"CW Henry, John, and Henry Venn the younger, 1797, 1813 and 1873","01/07/2024",TRUE,"Henry, John, and Henry Venn the younger, Priests, Evangelical Divines, 1797, 1813 and 1873

https://almanac.oremus.org/2024-07-01

Holy Communion
DEL week 13
Amos 2.6-10, 13-end
Psalm 50.16-23
Matthew 8.18-22

Morning Prayer
Psalms 98, 99, 101
1 Samuel 1.1-20
Luke 19.28-40

Evening Prayer
Psalm 105* (or 103)
Ezekiel 1.1-14
2 Corinthians 1.1-14

Additional Weekday Lectionary
Exodus 32.1-14
Colossians 3.1-11

",3
"CW ","02/07/2024",TRUE,"https://almanac.oremus.org/2024-07-02

Holy Communion
Amos 3.1-8, 4.11-12
Psalm 5.8-end
Matthew 8.23-27

Morning Prayer
Psalm 106* (or 103)
1 Samuel 1.21 - 2.11
Luke 19.41-end

Evening Prayer
Psalm 107*
Ezekiel 1.15 - 2.2
2 Corinthians 1.15 - 2.4

(or) Evening Prayer on the Eve of Thomas
Psalm 27
Isaiah 35
Hebrews 10.35 - 11.1

Additional Weekday Lectionary
Proverbs 9.1-12
2 Thessalonians 2.13 - 3.5

",3
"CW* Thomas","03/07/2024",TRUE,"Thomas the Apostle

https://almanac.oremus.org/2024-07-03

Principal Service
Habakkuk 2.1-4
Psalm 31.1-6
Ephesians 2.19-end
John 20.24-29

Third Service
2 Samuel 15.17-21 or 
Ecclesiasticus 2
John 11.1-16
Morning Psalms
Psalms 92, 146

Second Service
Job 42.1-6
1 Peter 1.3-12
Evening Psalm
Psalm 139

",3
"CW ","04/07/2024",TRUE,"https://almanac.oremus.org/2024-07-04

Holy Communion
Amos 7.10-end
Psalm 19.7-10
Matthew 9.1-8

Morning Prayer
Psalms 113, 115
1 Samuel 2.27-end
Luke 20.9-19

Evening Prayer
Psalms 114, 116, 117
Ezekiel 3.12-end
2 Corinthians 3

Additional Weekday Lectionary
Jeremiah 8.18 - 9.6
John 13.21-35

",3
"CW ","05/07/2024",TRUE,"https://almanac.oremus.org/2024-07-05

Holy Communion
Amos 8.4-6, 9-12
Psalm 119.1-8
Matthew 9.9-13

Morning Prayer
Psalm 139
1 Samuel 3.1 - 4.1a
Luke 20.20-26

Evening Prayer
Psalms 130, 131, 137
Ezekiel 8
2 Corinthians 4

Additional Weekday Lectionary
2 Samuel 5.1-12
Matthew 27.45-56

",3
"CW Thomas More and John Fisher, 1535","06/07/2024",TRUE,"Thomas More, Scholar, and John Fisher, Bishop of Rochester, Reformation Martyrs, 1535

https://almanac.oremus.org/2024-07-06

Holy Communion
Amos 9.11-end
Psalm 85.8-end
Matthew 9.14-17

Morning Prayer
Psalms 120, 121, 122
1 Samuel 4.1b-end
Luke 20.27-40

Evening Prayer
Psalm 118
Ezekiel 9
2 Corinthians 5

Additional Weekday Lectionary
Hosea 11.1-11
Matthew 28.1-7

",3
"CW* Trinity 6","07/07/2024",TRUE,"The Sixth Sunday after Trinity

https://almanac.oremus.org/2024-07-07

Proper 9
Sunday between 3 and 9 July inclusive

Principal Service
Continuous
2 Samuel 5.1-5, 9-10
Psalm 48
2 Corinthians 12.2-10
Mark 6.1-13

(or)
Related
Ezekiel 2.1-5
Psalm 123
2 Corinthians 12.2-10
Mark 6.1-13

Third Service
Psalm 57
Deuteronomy 24.10-end
Acts 28.1-16

Second Service
Psalms [63] 64
Jeremiah 20.1-11a
Romans 14.1-17
Gospel at Holy Communion: 
Luke 10.1-11, 16-20

",3
"CW ","08/07/2024",TRUE,"https://almanac.oremus.org/2024-07-08

Holy Communion
DEL week 14
Hosea 2.14-16, 19-20
Psalm 145.2-9
Matthew 9.18-26

Morning Prayer
Psalms 123, 124, 125, 126
1 Samuel 5
Luke 20.41 - 21.4

Evening Prayer
Psalms 127, 128, 129
Ezekiel 10.1-19
2 Corinthians 6.1 - 7.1

Additional Weekday Lectionary
Exodus 40.1-16
Luke 14.15-24

",3
"CW ","09/07/2024",TRUE,"https://almanac.oremus.org/2024-07-09

Holy Communion
Hosea 8.4-7, 11-13
Psalm 103.8-12
Matthew 9.32-end

Morning Prayer
Psalms 132, 133
1 Samuel 6.1-16
Luke 21.5-19

Evening Prayer
Psalms (134), 135
Ezekiel 11.14-end
2 Corinthians 7.2-end

Additional Weekday Lectionary
Proverbs 11.1-12
Mark 12.38-44

",3
"CW ","10/07/2024",TRUE,"https://almanac.oremus.org/2024-07-10

Holy Communion
Hosea 10.1-3, 7-8, 12
Psalm 115.3-10
Matthew 10.1-7

Morning Prayer
Psalm 119.153-end
1 Samuel 7
Luke 21.20-28

Evening Prayer
Psalm 136
Ezekiel 12.1-16
2 Corinthians 8.1-15

Additional Weekday Lectionary
Isaiah 33.2-10
Philippians 1.1-11

",3
"CW Benedict, c.550","11/07/2024",TRUE,"Benedict of Nursia, Abbot of Monte Cassino, Father of Western Monasticism, c.550

https://almanac.oremus.org/2024-07-11

Exciting Holiness
Proverbs 2.1-6
Psalm 119.57-64
1 Corinthians 3.10-11
Luke 18.18-22

Holy Communion
Hosea 11.1, 3-4, 8-9
Psalm 105.1-7
Matthew 10.7-15

Morning Prayer
Psalms 143, 146
1 Samuel 8
Luke 21.29-end

Evening Prayer
Psalms 138, 140, 141
Ezekiel 12.17-end
2 Corinthians 8.16 - 9.5

Additional Weekday Lectionary
Job 38
Luke 18.1-14

",3
"CW ","12/07/2024",TRUE,"https://almanac.oremus.org/2024-07-12

Holy Communion
Hosea 14.2-end
Psalm 80.1-7
Matthew 10.16-23

Morning Prayer
Psalms 142, 144
1 Samuel 9.1-14
Luke 22.1-13

Evening Prayer
Psalm 145
Ezekiel 13.1-16
2 Corinthians 9.6-end

Additional Weekday Lectionary
Job 42.1-6
John 3.1-15

",3
"CW ","13/07/2024",TRUE,"https://almanac.oremus.org/2024-07-13

Holy Communion
Isaiah 6.1-8
Psalm 51.1-7
Matthew 10.24-33

Morning Prayer
Psalm 147
1 Samuel 9.15 - 10.1
Luke 22.14-23

Evening Prayer
Psalms 148, 149, 150
Ezekiel 14.1-11
2 Corinthians 10

Additional Weekday Lectionary
Ecclesiastes 9.1-11
Hebrews 1.1-9

",3
"CW* Trinity 7","14/07/2024",TRUE,"The Seventh Sunday after Trinity

https://almanac.oremus.org/2024-07-14

Proper 10
Sunday between 10 and 16 July inclusive

Principal Service
Continuous
2 Samuel 6.1-5, 12b-19
Psalm 24
Ephesians 1.3-14
Mark 6.14-29

(or)
Related
Amos 7.7-15
Psalm 85.8-13
Ephesians 1.3-14
Mark 6.14-29

Third Service
Psalm 65
Deuteronomy 28.1-14
Acts 28.17-31

Second Service
Psalm 66*
Job 4.1; 5.6-end or 
Ecclesiasticus 4.11-end
Romans 15.14-29
Gospel at Holy Communion: 
Luke 10.25-37

",3
"CW Swithun, c.862; Bonaventure, 1274","15/07/2024",TRUE,"Swithun, Bishop of Winchester, c.862
Bonaventure, Friar, Bishop, Teacher of the Faith, 1274

https://almanac.oremus.org/2024-07-15

Exciting Holiness
Proverbs 3.1-8
Psalm 20.1-5a, 6, 7, 9
James 5.7-11, 13-18
Matthew 5.43-end

Holy Communion
DEL week 15
Isaiah 1.11-17
Psalm 50.7-15
Matthew 10.34 - 11.1

Morning Prayer
Psalms 1, 2, 3
1 Samuel 10.1-16
Luke 22.24-30

Evening Prayer
Psalms 4, 7
Ezekiel 14.12-end
2 Corinthians 11.1-15

Additional Weekday Lectionary
Numbers 23.1-12
1 Corinthians 1.10-17

",3
"CW Osmund, 1099","16/07/2024",TRUE,"Osmund, Bishop of Salisbury, 1099

https://almanac.oremus.org/2024-07-16

Holy Communion
Isaiah 7.1-9
Psalm 48.1-7
Matthew 11.20-24

Morning Prayer
Psalms 5, 6, (8)
1 Samuel 10.17-end
Luke 22.31-38

Evening Prayer
Psalms 9, 10*
Ezekiel 18.1-20
2 Corinthians 11.16-end

Additional Weekday Lectionary
Proverbs 12.1-12
Galatians 3.1-14

",3
"CW ","17/07/2024",TRUE,"https://almanac.oremus.org/2024-07-17

Holy Communion
Isaiah 10.5-7, 13-16
Psalm 94.5-11
Matthew 11.25-27

Morning Prayer
Psalm 119.1-32
1 Samuel 11
Luke 22.39-46

Evening Prayer
Psalms 11, 12, 13
Ezekiel 18.21-32
2 Corinthians 12

Additional Weekday Lectionary
Isaiah 49.8-13
2 Corinthians 8.1-11

",3
"CW Elizabeth Ferard, 1883","18/07/2024",TRUE,"Elizabeth Ferard, first Deaconess of the Church of England, Founder of the Community of St Andrew, 1883

https://almanac.oremus.org/2024-07-18

Holy Communion
Isaiah 26.7-9, 16-19
Psalm 102.14-21
Matthew 11.28-end

Morning Prayer
Psalms 14, 15, 16
1 Samuel 12
Luke 22.47-62

Evening Prayer
Psalm 18*
Ezekiel 20.1-20
2 Corinthians 13

Additional Weekday Lectionary
Hosea 14
John 15.1-17

",3
